"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.053,0.001177,3.46017017017012e-07
"2",0.3,0.0569999999999999,0.0029805,1.19156131131131e-06
"3",0.5,0.056,0.0082215,2.34152927927928e-06
"4",0.7,0.08,0.019659,7.61133033033032e-06
"5",0.8,0.0580000000000001,0.0322935,2.21087164664665e-05
"6",0.9,0.066,0.068767,0.0001422884994995
