"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.052,0.000756,6.25265265265265e-08
"2",0.3,0.063,0.0005895,3.67765265265265e-08
"3",0.5,0.088,0.000547,2.1312312312312e-08
"4",0.7,0.102,0.000523,1.09819819819822e-08
"5",0.8,0.126,0.000524,1.14354354354355e-08
"6",0.9,0.141,0.0005185,8.91666666666672e-09
