"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.053,0.000758,6.24984984984986e-08
"2",0.3,0.0729999999999999,0.000504,1.985985985986e-09
"3",0.5,0.129,0.0005905,3.90988488488491e-08
"4",0.7,0.125,0.002438,2.45901901901901e-07
"5",0.8,0.0840000000000001,0.0046195,6.98167917917918e-07
"6",0.9,0.074,0.011057,4.49925025025023e-06
