"intercept","beta1","beta2","beta3","adj.r.sq","d","kernel","lugsail","alpha"
"1.77410677927807","3.36906784749955","-3.77376340918648","1.63402343546357","0.999939014130213","6","Bartlett","Mother","0.1"
"1.71671951768293","3.55453258239594","-4.1954025453027","1.85882515482698","0.999913435928835","7","Bartlett","Mother","0.1"
"1.67019576706397","3.66889395353321","-4.54025900128762","2.08023010176528","0.999822383803963","8","Bartlett","Mother","0.1"
"1.63151739702887","3.76706757873103","-4.77406539106189","2.20604369227245","0.999768589116541","9","Bartlett","Mother","0.1"
"1.59871791721053","3.9268946976047","-5.18699236732491","2.4666439523759","0.999666812871541","10","Bartlett","Mother","0.1"
"1.57045531977273","4.04905953403973","-5.46792064727943","2.6176447495329","0.99955873804618","11","Bartlett","Mother","0.1"
"1.54577898222527","4.18577907521304","-5.83182993128861","2.84901494120246","0.999400097892239","12","Bartlett","Mother","0.1"
"6.63489660102121","166.355199620856","162.029408232657","76.30018789029","0.997004585840381","1","Bartlett","Zero","0.01"
"4.60517018598809","13.2597622353867","-10.2305585340147","1.37235686349876","0.999202235493826","2","Bartlett","Zero","0.01"
"3.78162224338146","13.0039335924658","-9.25691392268879","-0.15719156310457","0.997016324015285","3","Bartlett","Zero","0.01"
"3.31917603399691","12.4742177318085","2.75926799631822","-12.9276879193209","0.973590238710313","4","Bartlett","Zero","0.01"
"3.0172544938778","-376673.993073086","3348401.95159417","-3258319.39970797","0.282801023717305","5","Bartlett","Zero","0.01"
"2.80198230496182","-5481020.47065054","51746832.7267995","-50526004.08417","0.620986651331358","6","Bartlett","Zero","0.01"
"2.63932955808319","-5596395.07329972","91896016.1485563","-94478819.6563929","0.768727902365579","7","Bartlett","Zero","0.01"
"2.5112793787079","-7991868.43996641","130909427.854231","-131822981.309031","0.882540673624321","8","Bartlett","Zero","0.01"
"2.40733270371799","-4819370.12469387","134537901.052249","-134156387.461481","0.938770628591179","9","Bartlett","Zero","0.01"
"2.32092511589544","4421436.85765083","107191228.323849","-110479468.90889","0.959096236294888","10","Bartlett","Zero","0.01"
"2.24772457375621","10502696.288092","86165739.0583719","-90611945.1749494","0.973777096192464","11","Bartlett","Zero","0.01"
"2.18474727546132","17021023.2067561","61787982.6510509","-69643269.7417959","0.97825250488831","12","Bartlett","Zero","0.01"
"5.02388618731488","75.3318431590069","39.4586650933645","43.5458365115476","0.998683284855105","1","Bartlett","Zero","0.025"
"3.68887945411394","9.34319721191877","-6.56858309004585","0.731235379625649","0.999623454937009","2","Bartlett","Zero","0.025"
"3.11613453483205","9.72169106057457","-7.63844580345212","0.903964617181913","0.998709376290685","3","Bartlett","Zero","0.025"
"2.78582169546945","10.254569759072","-6.94741852612834","-0.643165778340649","0.996340473473143","4","Bartlett","Zero","0.025"
"2.566500398806","10.5373868468679","-0.803984340249218","-7.78856617414484","0.980023206974606","5","Bartlett","Zero","0.025"
"2.40822922257465","-16481.7755196397","125639.212698292","-119269.975990154","0.140326107837746","6","Bartlett","Zero","0.025"
"2.28753775351847","-1976564.52270888","20099554.444579","-19859982.3777709","0.541140955021286","7","Bartlett","Zero","0.025"
"2.19181826743558","-3675812.55392992","48680148.145515","-49297308.0956355","0.704789803203071","8","Bartlett","Zero","0.025"
"2.11364086651574","-3790381.81362745","69385487.8399365","-71553537.4599391","0.827266178460699","9","Bartlett","Zero","0.025"
"2.04831773508074","-3249098.69964936","80774077.6531633","-82526057.9256391","0.910909767788956","10","Bartlett","Zero","0.025"
"1.99273175100193","-198206.305016101","75895993.9087608","-77292307.6417589","0.95017766450976","11","Bartlett","Zero","0.025"
"1.94472201322044","4566094.99007249","62111851.9611961","-65148702.2380873","0.966072714705193","12","Bartlett","Zero","0.025"
"3.84145882069412","37.2454736586008","27.8655642356502","9.75781535851163","0.999553896428674","1","Bartlett","Zero","0.05"
"2.99573227355399","7.03269161116388","-5.18430806044008","1.01995443013836","0.999771949925284","2","Bartlett","Zero","0.05"
"2.60490930108373","7.44379466177432","-5.96862761431423","1.05400041162377","0.99939835710084","3","Bartlett","Zero","0.05"
"2.37193225919529","8.38627794954506","-7.45716833573592","1.4036774016382","0.998456117682799","4","Bartlett","Zero","0.05"
"2.21409953870327","8.82994071991207","-6.23746655297059","-0.468110878216182","0.995405623650201","5","Bartlett","Zero","0.05"
"2.09859787395733","9.12752611543258","-0.970413790218274","-6.61491829945992","0.97818338008435","6","Bartlett","Zero","0.05"
"2.00959149276288","-122.806919222776","1070.25733780343","-1034.49524777253","0.0686578623126444","7","Bartlett","Zero","0.05"
"1.93841413198318","-857128.835869167","9466803.77218536","-9459169.25366061","0.488981589372703","8","Bartlett","Zero","0.05"
"1.87988640051338","-1629368.78529254","25690852.0192815","-26452388.1579901","0.66371595636861","9","Bartlett","Zero","0.05"
"1.83070380532751","-1800238.28555922","39701288.5125607","-41554989.0938446","0.782923108041667","10","Bartlett","Zero","0.05"
"1.78864887024386","-2333697.20560441","51511655.2648857","-53114695.9566052","0.887239484070012","11","Bartlett","Zero","0.05"
"1.75217248479026","-990876.446627378","52392270.3141406","-53771545.9830676","0.938116024266673","12","Bartlett","Zero","0.05"
"2.70554345409542","18.1225247176734","15.9950616588758","-0.273303391196485","0.999715685780498","1","Bartlett","Zero","0.1"
"2.30258509299405","4.8671714796289","-3.42106008185044","0.722924776628879","0.999891452004543","2","Bartlett","Zero","0.1"
"2.08379621039011","5.58942004408344","-4.77465628084143","1.21651980273804","0.999745285229581","3","Bartlett","Zero","0.1"
"1.94486008493371","6.24739541267603","-5.63683860067617","1.3121970240152","0.99931659951395","4","Bartlett","Zero","0.1"
"1.84727137995622","6.8616361144452","-6.08632523031395","1.06576861890329","0.998344284974213","5","Bartlett","Zero","0.1"
"1.77410677927807","7.3050199983233","-5.07968984492427","-0.544843167201383","0.995113394949987","6","Bartlett","Zero","0.1"
"1.71671951768293","7.87090308230707","-2.60572285854719","-3.89563267454102","0.983384654798555","7","Bartlett","Zero","0.1"
"1.67019576706397","7.65430042547942","14.8352372613433","-22.8172955148838","0.862904055649048","8","Bartlett","Zero","0.1"
"1.63151739702887","-156971.914211355","2075771.18120822","-2117784.62387418","0.380441704238151","9","Bartlett","Zero","0.1"
"1.59871791721053","-594562.258155509","10209260.1198949","-10606146.8397756","0.579926294390686","10","Bartlett","Zero","0.1"
"1.57045531977273","-737757.466009808","18505885.6466844","-19566574.6069422","0.718536921603912","11","Bartlett","Zero","0.1"
"1.54577898222527","-844278.803655165","26106862.740918","-27665834.7239299","0.822853585326508","12","Bartlett","Zero","0.1"
"6.63489660102121","283.351094948135","-116.354127038295","-22.1707880052026","0.99624891078271","1","Bartlett","Over","0.01"
"4.60517018598809","13.5934896877971","12.6573321611461","-11.7300539918285","0.997951086680954","2","Bartlett","Over","0.01"
"3.78162224338146","-10885704.7824117","36291867.6693403","-2948894.62914627","0.979589708601236","3","Bartlett","Over","0.01"
"3.31917603399691","-53279531.7988085","256187707.187306","-156581936.262225","0.988877181155001","4","Bartlett","Over","0.01"
"3.0172544938778","-41708813.9462378","272516780.871037","-168122969.214954","0.99275374938662","5","Bartlett","Over","0.01"
"2.80198230496182","-17076430.7208058","224881530.247263","-144563739.67556","0.990822651141961","6","Bartlett","Over","0.01"
"2.63932955808319","3339592.73303421","170925721.128152","-113258306.944207","0.992772784430936","7","Bartlett","Over","0.01"
"2.5112793787079","19741902.4279386","111617130.23963","-74810704.7655084","0.99287867470453","8","Bartlett","Over","0.01"
"2.40733270371799","32763344.3301328","62977579.0688724","-44813869.4939615","0.992600139815173","9","Bartlett","Over","0.01"
"2.32092511589544","41485706.2584747","24799843.5770309","-18744076.7882818","0.993237664306925","10","Bartlett","Over","0.01"
"2.24772457375621","49601724.829002","-12560167.3657902","6384252.955652","0.992969747417697","11","Bartlett","Over","0.01"
"2.18474727546132","55560072.2403044","-43405580.4285321","28625629.8924423","0.992811172346603","12","Bartlett","Over","0.01"
"5.02388618731488","116.063427185172","-70.8966545656703","15.7264344704359","0.998189651289312","1","Bartlett","Over","0.025"
"3.68887945411394","10.9927355523703","1.2710045905659","-5.39434269071239","0.999344567813314","2","Bartlett","Over","0.025"
"3.11613453483205","8.64088868141021","18.1162942944272","-10.1735399613336","0.987626352764826","3","Bartlett","Over","0.025"
"2.78582169546945","-10010111.5406294","37597149.2873633","-14761138.2948194","0.974871759647158","4","Bartlett","Over","0.025"
"2.566500398806","-27796864.7482822","133089426.031514","-77680422.0072501","0.987619056422733","5","Bartlett","Over","0.025"
"2.40822922257465","-23659006.9781936","154521725.547066","-96906760.2619699","0.989028565867535","6","Bartlett","Over","0.025"
"2.28753775351847","-11138104.6991787","132002906.391117","-82963231.4609942","0.991216936949697","7","Bartlett","Over","0.025"
"2.19181826743558","1775128.04618899","97432696.9918666","-62067779.5849242","0.992167307933893","8","Bartlett","Over","0.025"
"2.11364086651574","11810542.5586453","67528699.7165388","-44395462.6276043","0.992101723631107","9","Bartlett","Over","0.025"
"2.04831773508074","20944601.363091","36085118.0346854","-23999778.9778565","0.991615560511042","10","Bartlett","Over","0.025"
"1.99273175100193","27718725.3678406","10732671.8191739","-7817082.40111503","0.991642646332096","11","Bartlett","Over","0.025"
"1.94472201322044","32512848.5713796","-9929587.78828575","6491366.13892888","0.992123396922178","12","Bartlett","Over","0.025"
"3.84145882069412","56.0724014828508","-28.0178280483174","6.00844668824447","0.999034888257965","1","Bartlett","Over","0.05"
"2.99573227355399","8.36919749402103","-1.06508602235166","-2.482115925933","0.999574296116299","2","Bartlett","Over","0.05"
"2.60490930108373","8.27511460324211","4.41329081417733","-6.86069923276246","0.998349565391526","3","Bartlett","Over","0.05"
"2.37193225919529","44.2796194811448","-138.225479330092","147.728468385766","0.85219677859815","4","Bartlett","Over","0.05"
"2.21409953870327","-7351910.00805997","29377921.2075358","-13300096.120062","0.968805066641379","5","Bartlett","Over","0.05"
"2.09859787395733","-16117626.093881","80243142.2202496","-46567603.3960317","0.984756697072073","6","Bartlett","Over","0.05"
"2.00959149276288","-13642968.2611875","92309997.4770273","-57204953.03818","0.98845971070148","7","Bartlett","Over","0.05"
"1.93841413198318","-6574782.88755647","80398402.0514961","-50373212.0939505","0.990638588794587","8","Bartlett","Over","0.05"
"1.87988640051338","1208690.6319304","61920097.281618","-39536564.5309502","0.991134367904572","9","Bartlett","Over","0.05"
"1.83070380532751","8622695.76411653","40610692.9475236","-26537065.6899327","0.990504750290965","10","Bartlett","Over","0.05"
"1.78864887024386","14392749.7840004","21642242.7841768","-14134143.0303339","0.99071735822034","11","Bartlett","Over","0.05"
"1.75217248479026","18987979.0168072","6078086.79469071","-4545104.53050106","0.99077103710479","12","Bartlett","Over","0.05"
"2.70554345409542","26.3801507383456","-9.12470175615973","1.50279815298431","0.999517266103075","1","Bartlett","Over","0.1"
"2.30258509299405","6.03996503239499","-2.06234819845494","-0.634762384800091","0.999855078301712","2","Bartlett","Over","0.1"
"2.08379621039011","6.72391447123394","-0.952640883588056","-2.05012418547416","0.999353857919852","3","Bartlett","Over","0.1"
"1.94486008493371","6.71035726100351","4.56268264136175","-6.4356376529955","0.998363932029127","4","Bartlett","Over","0.1"
"1.84727137995622","6.14189005258702","17.3030574986995","2.26680042547788","0.923199296416674","5","Bartlett","Over","0.1"
"1.77410677927807","-3159546.62973953","12530536.5633981","-4662935.9203015","0.962249850504035","6","Bartlett","Over","0.1"
"1.71671951768293","-8588583.53292662","42629412.9634673","-24913680.2443034","0.9797016164606","7","Bartlett","Over","0.1"
"1.67019576706397","-8403882.97068866","52881052.8285223","-32585780.433839","0.987358233187264","8","Bartlett","Over","0.1"
"1.63151739702887","-4418112.42575784","47376223.0897186","-29418733.8056854","0.989610580722415","9","Bartlett","Over","0.1"
"1.59871791721053","138689.399196478","37538119.8133514","-23618413.8047098","0.989908717982292","10","Bartlett","Over","0.1"
"1.57045531977273","4305193.83220585","26685654.0658645","-17037542.6831914","0.99013789660773","11","Bartlett","Over","0.1"
"1.54577898222527","8465825.29976285","14447464.8663879","-9312581.33967159","0.989646760487022","12","Bartlett","Over","0.1"
"6.63489660102121","56.1405309740751","-91.6339963573809","793.846596639536","0.999925739774192","1","QS","Mother","0.01"
"4.60517018598809","3473.2002388293","-18442.6280798485","25409.8872038426","0.998206327334317","2","QS","Mother","0.01"
"3.78162224338146","403949.25919281","-1856496.92773512","1928881.9133163","0.957289682355702","3","QS","Mother","0.01"
"3.31917603399691","75757165.9038753","-448954797.381464","582360582.30527","0.997528369162887","4","QS","Mother","0.01"
"3.0172544938778","-111862268.501358","329287851.891058","109704802.905101","0.997422470613865","5","QS","Mother","0.01"
"2.80198230496182","-71603252.7123887","386716315.719936","-15345676.4683611","0.998430284097837","6","QS","Mother","0.01"
"2.63932955808319","-15728152.4859558","298962555.662872","-14850204.198004","0.998038071965553","7","QS","Mother","0.01"
"2.5112793787079","30328343.0477946","202421476.063182","-5588631.87507472","0.997543209151153","8","QS","Mother","0.01"
"2.40733270371799","64242383.5815813","114084650.929728","12567078.4135458","0.997291537439871","9","QS","Mother","0.01"
"2.32092511589544","89481424.3899869","24011039.2249734","56018914.9400782","0.997319600941027","10","QS","Mother","0.01"
"2.24772457375621","107696622.63158","-39903490.4008128","81224634.1544757","0.99724234474615","11","QS","Mother","0.01"
"2.18474727546132","118515240.849585","-83261382.693062","98092073.8923361","0.997326181631397","12","QS","Mother","0.01"
"5.02388618731488","17.421576961561","56.9476098096225","228.05070682249","0.999951452089294","1","QS","Mother","0.025"
"3.68887945411394","1159.25986220723","-6189.67884462512","9025.5411877116","0.998795036329912","2","QS","Mother","0.025"
"3.11613453483205","94516.7060303532","-454508.581228195","500719.584827127","0.983863864192914","3","QS","Mother","0.025"
"2.78582169546945","65066756.6664095","-335927988.120261","382381146.749995","0.992696136817061","4","QS","Mother","0.025"
"2.566500398806","-83020752.3332943","229497053.688344","71263938.2332196","0.995292773580709","5","QS","Mother","0.025"
"2.40822922257465","-65871946.5634357","316550233.598874","-46177404.6400936","0.998349532389308","6","QS","Mother","0.025"
"2.28753775351847","-22019722.1963898","252872409.000366","-43213560.5461826","0.997939488213368","7","QS","Mother","0.025"
"2.19181826743558","13799919.7710731","181699586.629451","-30771612.0420347","0.997465859047391","8","QS","Mother","0.025"
"2.11364086651574","45493997.9869263","94708202.347733","4823415.50543683","0.997068596061243","9","QS","Mother","0.025"
"2.04831773508074","67229773.6772643","29615619.2756247","33441395.682856","0.997007252748967","10","QS","Mother","0.025"
"1.99273175100193","83112996.1815822","-22334887.4610249","56189415.3857774","0.997036812039292","11","QS","Mother","0.025"
"1.94472201322044","95079201.7798603","-65367400.3383083","76639554.7508841","0.997081995386737","12","QS","Mother","0.025"
"3.84145882069412","11.1770421284578","47.6151800839251","81.0395685647983","0.999987912157596","1","QS","Mother","0.05"
"2.99573227355399","451.809865332058","-2362.94606464339","3645.09495432364","0.999070956003849","2","QS","Mother","0.05"
"2.60490930108373","36990.4418173771","-179933.008390092","201775.206761085","0.987264844998018","3","QS","Mother","0.05"
"2.37193225919529","48792852.6900776","-230401908.355808","239640579.027436","0.976197157917948","4","QS","Mother","0.05"
"2.21409953870327","-54915100.9850356","134767706.577504","71338535.550412","0.993288190139766","5","QS","Mother","0.05"
"2.09859787395733","-56717978.5162899","247149595.692127","-37666275.3369123","0.998361135493538","6","QS","Mother","0.05"
"2.00959149276288","-25434437.1555463","219273249.710328","-55142218.7994479","0.998008095420144","7","QS","Mother","0.05"
"1.93841413198318","5100094.56609429","156676304.427392","-36275248.3776462","0.997417066235501","8","QS","Mother","0.05"
"1.87988640051338","30358808.7498181","93547023.8059412","-9939291.76151795","0.997024694336599","9","QS","Mother","0.05"
"1.83070380532751","51923148.2186244","31366023.2810533","20914915.9069837","0.996703183374094","10","QS","Mother","0.05"
"1.78864887024386","66128387.6149586","-11199197.5389698","39704135.1057857","0.996793905603365","11","QS","Mother","0.05"
"1.75217248479026","77874721.3599651","-51281162.5593399","59899538.2371436","0.996789878466337","12","QS","Mother","0.05"
"2.70554345409542","7.79349442519432","19.5600477985073","36.2231690886278","0.99999123218576","1","QS","Mother","0.1"
"2.30258509299405","137.069652288684","-713.771170379728","1264.7200384708","0.99968908398181","2","QS","Mother","0.1"
"2.08379621039011","13841.0200671061","-68087.1743726139","77716.5611546448","0.989954854664935","3","QS","Mother","0.1"
"1.94486008493371","22884896.348473","-100400541.433903","96772310.5273299","0.90113251014791","4","QS","Mother","0.1"
"1.84727137995622","-28899462.7475604","50885733.5692515","76228820.4642345","0.990673527858222","5","QS","Mother","0.1"
"1.77410677927807","-42968517.5728259","170645803.608969","-20649276.6753502","0.998073849375303","6","QS","Mother","0.1"
"1.71671951768293","-25910184.2296431","175592808.359664","-48357174.5066243","0.998297191180679","7","QS","Mother","0.1"
"1.67019576706397","-1605166.34776413","130045780.661113","-35142819.1839591","0.997415595965111","8","QS","Mother","0.1"
"1.63151739702887","18631006.6474073","83422771.9961552","-15534868.5488102","0.996944051709906","9","QS","Mother","0.1"
"1.59871791721053","36155840.2619159","38381939.6413008","5037441.70654644","0.996533517033488","10","QS","Mother","0.1"
"1.57045531977273","50091559.6247082","-3140796.30176067","27293960.1672513","0.996485286123375","11","QS","Mother","0.1"
"1.54577898222527","60302964.1898725","-35555686.8862582","44217057.1751787","0.996560028994864","12","QS","Mother","0.1"
"6.63489660102121","56.1405309740751","-91.6339963573809","793.846596639536","0.999925739774192","1","QS","Zero","0.01"
"4.60517018598809","-179705543.510496","4702377706.32314","-1071825656.90115","0.999317577460816","2","QS","Zero","0.01"
"3.78162224338146","437610784.872616","944653854.505073","218139812.161819","0.999360292129086","3","QS","Zero","0.01"
"3.31917603399691","527043008.932796","-199311363.748727","612338887.211416","0.999589660770655","4","QS","Zero","0.01"
"3.0172544938778","461748034.829321","-401668329.522984","554827438.62743","0.999526504363792","5","QS","Zero","0.01"
"2.80198230496182","444544774.324541","-611022567.018404","607138785.786862","0.999366571074515","6","QS","Zero","0.01"
"2.63932955808319","397058169.255184","-620259629.131613","551550838.226754","0.999094333507194","7","QS","Zero","0.01"
"2.5112793787079","363827319.217721","-639062924.234277","535182981.690292","0.998685494948844","8","QS","Zero","0.01"
"2.40733270371799","326089376.739297","-595130572.260474","477193034.667324","0.997943523016847","9","QS","Zero","0.01"
"2.32092511589544","297810669.21412","-564447309.471345","438608686.912578","0.996771300902154","10","QS","Zero","0.01"
"2.24772457375621","275338402.034411","-541166204.062672","411061559.113496","0.995526584552511","11","QS","Zero","0.01"
"2.18474727546132","252730327.632277","-508197934.39726","379829835.295362","0.99382019389161","12","QS","Zero","0.01"
"5.02388618731488","-12.2782853744854","446.292551477532","40.3900772027633","0.99935819301786","1","QS","Zero","0.025"
"3.68887945411394","-175270657.295094","2638162536.63136","-628986685.43641","0.999522696053775","2","QS","Zero","0.025"
"3.11613453483205","287689816.283984","535985565.485911","157635442.062568","0.999474297345807","3","QS","Zero","0.025"
"2.78582169546945","373983509.122255","-199160128.327697","435019635.638643","0.999454431145534","4","QS","Zero","0.025"
"2.566500398806","344503947.861411","-333488058.273617","399893385.615701","0.999439383686355","5","QS","Zero","0.025"
"2.40822922257465","334226926.98627","-477076215.909029","448250423.914845","0.999338346497624","6","QS","Zero","0.025"
"2.28753775351847","309505556.332437","-504138947.38793","429683488.418305","0.999161149161468","7","QS","Zero","0.025"
"2.19181826743558","285403472.25721","-506550201.341533","408874560.618893","0.998615192986205","8","QS","Zero","0.025"
"2.11364086651574","261853166.343495","-485560463.796661","377481075.093365","0.99791875080438","9","QS","Zero","0.025"
"2.04831773508074","242227647.55307","-467512832.692382","354772795.665771","0.996883679215886","10","QS","Zero","0.025"
"1.99273175100193","225755285.010914","-451335902.857481","336664980.27754","0.995484472798314","11","QS","Zero","0.025"
"1.94472201322044","208412698.722497","-425177874.444265","313782323.858883","0.993620168302562","12","QS","Zero","0.025"
"3.84145882069412","-4.7464937796808","230.984081439998","-0.357911720100315","0.999418265702428","1","QS","Zero","0.05"
"2.99573227355399","-145881092.213628","1489046647.8147","-302262826.848915","0.999659348370082","2","QS","Zero","0.05"
"2.60490930108373","198866933.654591","282474866.991224","163602658.269717","0.999246930444154","3","QS","Zero","0.05"
"2.37193225919529","267832543.415708","-149006524.520373","295923435.285207","0.999149569430719","4","QS","Zero","0.05"
"2.21409953870327","267709150.135099","-299664656.446211","329142132.123015","0.999227050084063","5","QS","Zero","0.05"
"2.09859787395733","259422948.90999","-380512387.194825","346301223.871871","0.999231039701694","6","QS","Zero","0.05"
"2.00959149276288","246002627.479933","-409234670.371508","339238584.577927","0.999109447928273","7","QS","Zero","0.05"
"1.93841413198318","231158424.108262","-417505167.648157","329122304.047246","0.998698224437882","8","QS","Zero","0.05"
"1.87988640051338","215244644.693004","-407807802.158826","312280977.462119","0.998016385656007","9","QS","Zero","0.05"
"1.83070380532751","200956424.770635","-394425297.923205","295508155.38626","0.996975211642128","10","QS","Zero","0.05"
"1.78864887024386","188068307.78118","-380252451.502668","280827037.351455","0.995402738057657","11","QS","Zero","0.05"
"1.75217248479026","175389289.605102","-362063690.716125","264743230.276046","0.993471632685126","12","QS","Zero","0.05"
"2.70554345409542","-1.82196619589855","108.282019221249","-7.64007970274051","0.999547352986217","1","QS","Zero","0.1"
"2.30258509299405","-120485508.793974","759242623.692784","-129260357.650422","0.999643086927539","2","QS","Zero","0.1"
"2.08379621039011","99925049.2823617","215962822.298974","65528350.6715751","0.998837160833515","3","QS","Zero","0.1"
"1.94486008493371","175808740.161428","-106420804.021009","196762361.796081","0.998534677467606","4","QS","Zero","0.1"
"1.84727137995622","191417999.608376","-228719871.343159","237907966.1845","0.998675691601153","5","QS","Zero","0.1"
"1.77410677927807","193219006.64993","-294538761.906702","257790025.023505","0.998791322155249","6","QS","Zero","0.1"
"1.71671951768293","185445017.029452","-312608389.286321","252925447.483926","0.998842153543486","7","QS","Zero","0.1"
"1.67019576706397","177396973.831076","-322999161.253052","249711105.565914","0.998602407472131","8","QS","Zero","0.1"
"1.63151739702887","169107588.72717","-324937850.093917","244967983.668152","0.998067239145796","9","QS","Zero","0.1"
"1.59871791721053","158891608.316063","-313887733.220693","231872977.467559","0.996957669063289","10","QS","Zero","0.1"
"1.57045531977273","150633222.180906","-307552751.573474","224955911.261394","0.995566623679445","11","QS","Zero","0.1"
"1.54577898222527","142008698.697242","-295900937.442957","214574418.841664","0.993517230603011","12","QS","Zero","0.1"
