"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0509999999999999,0.002979,2.76932832832835e-06
"2",0.3,0.054,0.006027,8.94521621621617e-06
"3",0.5,0.072,0.016137,1.63806116116116e-05
"4",0.7,0.07,0.038518,5.57274034034038e-05
"5",0.8,0.073,0.063357,0.00014611967067067
"6",0.9,0.0920000000000001,0.12949,0.00095493883883884
