"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0660000000000001,0.001343,3.27678678678683e-07
"2",0.3,0.0520000000000002,0.00171,6.98598598598587e-07
"3",0.5,0.0669999999999999,0.002234,1.19844244244244e-06
"4",0.7,0.096,0.002871,1.71807707707709e-06
"5",0.8,0.11,0.003183,2.19370470470471e-06
"6",0.9,0.119,0.003445,2.38536036036036e-06
