"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.06,0.001197,3.51542542542543e-07
"2",0.3,0.052,0.00294,1.15805805805806e-06
"3",0.5,0.061,0.008243,2.41987087087087e-06
"4",0.7,0.076,0.019633,7.96827927927928e-06
"5",0.8,0.078,0.0326435,2.22278856356356e-05
"6",0.9,0.075,0.069046,0.00016865604004004
