"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.071,0.001498,2.50246246246247e-07
"2",0.3,0.0749999999999999,0.001049,4.66456456456464e-08
"3",0.5,0.126,0.001251,2.40239239239243e-07
"4",0.7,0.108,0.004749,1.79579479479481e-06
"5",0.8,0.112,0.009033,4.95686786786788e-06
"6",0.9,0.098,0.020848,3.74243203203204e-05
