"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0589999999999999,0.001,0
"2",0.3,0.07,0.001,0
"3",0.5,0.126,0.001,0
"4",0.7,0.106,0.002704,3.167007007007e-07
"5",0.8,0.0889999999999999,0.004914,7.05309309309311e-07
"6",0.9,0.073,0.011272,4.70672272272276e-06
