"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.053,0.011305,4.6017992992993e-05
"2",0.3,0.067,0.017235,0.000103383158158158
"3",0.5,0.07,0.039085,0.000251539314314314
"4",0.7,0.076,0.09072,0.000683915515515515
"5",0.8,0.09,0.149525,0.00205915853353353
"6",0.9,0.124,0.28704,0.0112633017017017
