"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0589999999999999,0.001343,3.07658658658662e-07
"2",0.3,0.052,0.003203,1.20699799799799e-06
"3",0.5,0.0589999999999999,0.008496,2.5245085085085e-06
"4",0.7,0.072,0.019879,7.98834734734737e-06
"5",0.8,0.074,0.032895,2.23523273273274e-05
"6",0.9,0.071,0.069299,0.000168416015015015
