"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0569999999999998,0.001206,3.54418418418417e-07
"2",0.3,0.049,0.0029475,1.1506443943944e-06
"3",0.5,0.061,0.0082635,2.3336514014014e-06
"4",0.7,0.0729999999999999,0.0196445,7.32919894894899e-06
"5",0.8,0.0669999999999999,0.0325745,2.06378375875876e-05
"6",0.9,0.071,0.0685935,0.000143833341091091
