"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.052,0.002,0
"2",0.3,0.061,0.002,0
"3",0.5,0.131,0.002042,8.23183183183173e-08
"4",0.7,0.101,0.005232,2.13230830830833e-06
"5",0.8,0.086,0.009506,4.9889529529529e-06
"6",0.9,0.105,0.021254,3.51866706706705e-05
