"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0500000000000001,0.0038075,1.56075450450449e-06
"2",0.3,0.09,0.00288,8.06406406406416e-07
"3",0.5,0.136,0.0033925,2.68738113113113e-06
"4",0.7,0.13,0.0106675,2.04436373873873e-05
"5",0.8,0.126,0.020195,6.09854604604607e-05
"6",0.9,0.162,0.043565,0.000279795570570571
