"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.055,0.001493,2.50201201201201e-07
"2",0.3,0.069,0.001293,2.0735835835836e-07
"3",0.5,0.079,0.001185,1.50925925925925e-07
"4",0.7,0.105,0.001134,1.16160160160159e-07
"5",0.8,0.13,0.001141,1.21240240240242e-07
"6",0.9,0.143,0.001113,1.00331331331333e-07
