"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.05,0.002,0
"2",0.3,0.058,0.002,0
"3",0.5,0.128,0.002042,8.23183183183173e-08
"4",0.7,0.097,0.005232,2.13230830830833e-06
"5",0.8,0.082,0.009506,4.9889529529529e-06
"6",0.9,0.092,0.021254,3.51866706706705e-05
