"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.044,0.002,0
"2",0.3,0.058,0.002,0
"3",0.5,0.0870000000000002,0.002,0
"4",0.7,0.0790000000000001,0.002,0
"5",0.8,0.128,0.002,0
"6",0.9,0.148,0.002,0
