"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.053,0.003262,2.68604204204204e-06
"2",0.3,0.051,0.006504,9.54753153153153e-06
"3",0.5,0.074,0.016648,1.7885981981982e-05
"4",0.7,0.069,0.03903,6.07238238238238e-05
"5",0.8,0.071,0.0639,0.000155921921921922
"6",0.9,0.094,0.130458,0.0011024647007007
