"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.062,0.001,0
"2",0.3,0.053,0.001,0
"3",0.5,0.0740000000000001,0.001,0
"4",0.7,0.113,0.001,0
"5",0.8,0.134,0.001,0
"6",0.9,0.139,0.001,0
