"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.054,0.002978,2.81833433433433e-06
"2",0.3,0.051,0.006016,9.1609049049049e-06
"3",0.5,0.074,0.016159,1.7272991991992e-05
"4",0.7,0.076,0.038538,6.0467023023023e-05
"5",0.8,0.075,0.063354,0.000155311995995996
"6",0.9,0.095,0.12994,0.00110275315315315
