"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.07,0.00291,2.54644644644647e-06
"2",0.3,0.056,0.005824,8.32334734734736e-06
"3",0.5,0.0740000000000001,0.016129,1.73557147147146e-05
"4",0.7,0.063,0.038481,5.77654044044042e-05
"5",0.8,0.0829999999999999,0.063179,0.000146849808808809
"6",0.9,0.09,0.130051,0.000982534933933937
