"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0509999999999999,0.005,0
"2",0.3,0.0809999999999999,0.005005,2.49999999999996e-08
"3",0.5,0.135,0.005315,1.57735235235233e-06
"4",0.7,0.104,0.01197,2.04895895895893e-05
"5",0.8,0.118,0.021975,6.06350100100102e-05
"6",0.9,0.135,0.046375,0.000336671046046046
