"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0569999999999999,0.010985,3.99447197197195e-05
"2",0.3,0.06,0.01267,5.98809809809812e-05
"3",0.5,0.054,0.01412,7.27483483483481e-05
"4",0.7,0.099,0.016825,0.000116811186186187
"5",0.8,0.117,0.018285,0.000136870645645645
"6",0.9,0.147,0.019285,0.000164778553553553
