"","autocorrelation","type1_error","b_all","b_var"
"1",0,0.0500000000000001,0.0037975,1.56180555555556e-06
"2",0.3,0.0909999999999999,0.0028775,8.02045795795793e-07
"3",0.5,0.134,0.0034075,2.8730668168168e-06
"4",0.7,0.127,0.0106125,2.05015953453452e-05
"5",0.8,0.124,0.0202,6.46871871871868e-05
"6",0.9,0.164,0.0439425,0.000316079022772774
